chr	start	end	CpG	C15_S1_dedup5-N	C15_S1_dedup5-X	C19_S2_dedup5-N	C19_S2_dedup5-X	C33_S3_dedup5-N	C33_S3_dedup5-X	C36_S4_dedup5-N	C36_S4_dedup5-X	C55_S5_dedup5-N	C55_S5_dedup5-X	C59_S6_dedup5-N	C59_S6_dedup5-X
chr10	86220875	86220990	5	NA	NA	NA	NA	NA	NA	40	40	NA	NA	NA	NA
chr10	86435215	86435373	8	25	1	NA	NA	NA	NA	62	14	44	9	23	0
chr10	86483475	86483645	7	NA	NA	35	24	32	23	NA	NA	32	26	35	23
chr10	86955191	86955287	9	NA	NA	NA	NA	NA	NA	NA	NA	32	13	NA	NA
chr10	87015803	87015855	4	NA	NA	NA	NA	21	7	NA	NA	NA	NA	NA	NA
chr10	87819756	87819804	8	NA	NA	24	5	NA	NA	NA	NA	NA	NA	NA	NA
chr10	87842716	87842789	7	NA	NA	37	0	24	0	29	0	50	0	NA	NA
chr10	88135214	88135342	3	NA	NA	NA	NA	NA	NA	NA	NA	24	23	NA	NA
chr10	88191186	88191447	5	NA	NA	NA	NA	NA	NA	20	18	NA	NA	NA	NA
chr10	88194916	88195046	8	NA	NA	NA	NA	NA	NA	22	1	NA	NA	NA	NA
chr10	88195410	88195456	3	31	8	NA	NA	22	3	NA	NA	NA	NA	33	5
chr10	88348584	88348699	7	NA	NA	NA	NA	NA	NA	24	5	NA	NA	NA	NA
chr10	88858450	88858558	3	NA	NA	NA	NA	27	3	37	3	22	1	26	1
chr10	89093221	89093239	3	NA	NA	NA	NA	NA	NA	22	15	NA	NA	NA	NA
chr10	89171513	89171697	8	NA	NA	NA	NA	NA	NA	48	14	25	4	26	7
chr10	89194684	89194723	5	NA	NA	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr10	89195368	89195796	14	NA	NA	26	1	29	2	36	4	28	3	27	1
chr10	89698178	89698317	3	NA	NA	NA	NA	NA	NA	20	19	NA	NA	20	20
chr10	90490602	90490753	6	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA
chr10	90602186	90602449	8	23	22	38	32	25	25	30	29	35	34	25	18
chr10	90650636	90650716	3	NA	NA	NA	NA	NA	NA	21	1	NA	NA	NA	NA
chr10	91626534	91626706	6	NA	NA	NA	NA	24	18	21	16	NA	NA	NA	NA
chr10	92568357	92568561	7	20	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	92691348	92691450	3	21	10	20	12	NA	NA	NA	NA	NA	NA	23	13
chr10	92720210	92720290	6	29	24	NA	NA	NA	NA	29	25	48	43	20	14
chr10	92772656	92772731	7	NA	NA	40	3	28	0	23	0	57	0	35	1
chr10	92859625	92859752	6	NA	NA	NA	NA	NA	NA	25	24	NA	NA	NA	NA
chr10	92981140	92981300	4	NA	NA	NA	NA	NA	NA	29	12	NA	NA	NA	NA
chr10	92999354	92999423	6	NA	NA	NA	NA	NA	NA	NA	NA	34	9	23	2
chr10	93294698	93294824	4	NA	NA	20	5	NA	NA	NA	NA	NA	NA	NA	NA
chr10	93295998	93296137	7	NA	NA	25	2	24	4	22	5	NA	NA	NA	NA
chr10	93611384	93611587	5	NA	NA	NA	NA	26	1	NA	NA	26	3	NA	NA
chr10	93964629	93964723	6	NA	NA	NA	NA	NA	NA	21	8	NA	NA	NA	NA
chr10	94421207	94421364	5	NA	NA	NA	NA	NA	NA	22	4	NA	NA	NA	NA
chr10	94680857	94680951	5	NA	NA	21	15	NA	NA	NA	NA	NA	NA	NA	NA
chr10	94880430	94880558	9	NA	NA	NA	NA	NA	NA	24	3	NA	NA	32	27
chr10	94893055	94893141	5	NA	NA	NA	NA	NA	NA	NA	NA	23	21	NA	NA
chr10	94977262	94977390	10	NA	NA	30	7	NA	NA	NA	NA	NA	NA	NA	NA
chr10	95242610	95242800	8	NA	NA	NA	NA	NA	NA	NA	NA	20	0	NA	NA
chr10	95594753	95594925	9	NA	NA	30	23	NA	NA	NA	NA	20	8	NA	NA
chr10	95748401	95748463	3	20	19	NA	NA	NA	NA	NA	NA	24	24	24	23
chr10	96079901	96079934	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	6
chr10	97956888	97957101	6	NA	NA	24	15	33	24	27	18	40	20	28	14
chr10	98006609	98006738	4	NA	NA	NA	NA	20	13	NA	NA	NA	NA	22	19
chr10	98081403	98081504	4	NA	NA	NA	NA	NA	NA	25	24	NA	NA	NA	NA
chr10	98544195	98544380	8	NA	NA	NA	NA	NA	NA	NA	NA	31	15	NA	NA
chr10	98726558	98726622	11	NA	NA	NA	NA	40	8	NA	NA	NA	NA	NA	NA
chr10	98772826	98772946	8	32	26	44	42	45	37	48	45	35	31	35	34
chr10	98819044	98819124	4	NA	NA	NA	NA	21	20	NA	NA	NA	NA	NA	NA
chr10	99082057	99082283	7	NA	NA	NA	NA	NA	NA	25	0	NA	NA	NA	NA
chr10	100051960	100052072	6	NA	NA	NA	NA	NA	NA	NA	NA	22	0	NA	NA
chr10	100092422	100092551	6	NA	NA	NA	NA	NA	NA	21	3	NA	NA	NA	NA
chr10	100204865	100204941	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	2
chr10	101778098	101778199	6	NA	NA	NA	NA	NA	NA	NA	NA	32	32	24	24
chr10	102698859	102699068	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	6
chr10	104675530	104675579	9	NA	NA	NA	NA	NA	NA	52	50	36	35	132	128
chr10	105597541	105597601	3	NA	NA	NA	NA	NA	NA	21	20	NA	NA	NA	NA
chr10	107628272	107628481	6	NA	NA	NA	NA	30	8	24	9	20	4	NA	NA
chr10	107698177	107698465	10	NA	NA	NA	NA	26	26	NA	NA	NA	NA	NA	NA
chr10	107796788	107796963	6	26	26	25	25	NA	NA	41	40	33	32	24	23
chr10	107797236	107797404	9	NA	NA	NA	NA	24	10	29	3	24	14	NA	NA
chr10	107832301	107832475	7	NA	NA	23	20	NA	NA	20	19	NA	NA	NA	NA
chr10	108229600	108229744	4	NA	NA	25	24	26	19	26	25	35	25	NA	NA
chr10	110181201	110181437	8	44	11	46	14	38	16	68	32	82	21	40	16
chr10	110228025	110228077	5	31	31	NA	NA	NA	NA	24	23	NA	NA	NA	NA
chr10	110358099	110358213	5	NA	NA	NA	NA	NA	NA	28	0	NA	NA	NA	NA
chr10	110801871	110801943	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	28
chr10	110942319	110942402	6	NA	NA	25	1	20	2	NA	NA	NA	NA	NA	NA
chr10	111017408	111017662	8	NA	NA	NA	NA	27	25	NA	NA	NA	NA	NA	NA
chr10	111362468	111362694	5	NA	NA	NA	NA	24	0	NA	NA	NA	NA	25	0
chr10	111542762	111542816	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	11
chr10	112365785	112365904	18	NA	NA	NA	NA	NA	NA	23	3	54	16	26	15
chr10	112366283	112366452	7	NA	NA	NA	NA	NA	NA	NA	NA	42	4	22	5
chr10	114735779	114736014	4	NA	NA	NA	NA	NA	NA	NA	NA	26	16	NA	NA
chr10	114751871	114751934	6	NA	NA	NA	NA	NA	NA	23	0	NA	NA	NA	NA
chr10	114820714	114821151	9	NA	NA	NA	NA	32	2	28	0	23	0	NA	NA
chr10	114822011	114822170	17	NA	NA	NA	NA	NA	NA	38	0	39	0	NA	NA
chr10	115358807	115358988	6	NA	NA	NA	NA	NA	NA	NA	NA	25	13	NA	NA
chr10	115767876	115768039	6	NA	NA	NA	NA	NA	NA	31	6	20	3	NA	NA
chr10	115914467	115914561	3	NA	NA	NA	NA	20	19	20	20	NA	NA	NA	NA
chr10	115918849	115918931	4	NA	NA	NA	NA	20	12	NA	NA	NA	NA	NA	NA
chr10	116019620	116019783	7	NA	NA	NA	NA	20	0	21	0	NA	NA	NA	NA
chr10	116020011	116020236	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	2
chr10	116393176	116393349	7	31	11	33	11	38	19	39	15	46	14	27	8
chr10	116421927	116422100	7	NA	NA	NA	NA	NA	NA	NA	NA	34	7	NA	NA
chr10	116622416	116622593	7	24	6	NA	NA	26	2	20	4	33	4	NA	NA
chr10	116654146	116654306	6	NA	NA	24	15	NA	NA	NA	NA	NA	NA	NA	NA
chr10	116695443	116695663	4	NA	NA	NA	NA	NA	NA	22	15	NA	NA	NA	NA
chr10	116814576	116814701	3	NA	NA	NA	NA	23	1	NA	NA	NA	NA	NA	NA
chr10	116843511	116843800	8	NA	NA	35	25	33	23	34	27	50	38	25	15
chr10	116855041	116855425	14	NA	NA	NA	NA	28	6	NA	NA	38	3	NA	NA
chr10	116869401	116869663	13	NA	NA	NA	NA	65	13	28	3	31	3	NA	NA
chr10	116893885	116894023	5	NA	NA	NA	NA	NA	NA	NA	NA	23	13	NA	NA
chr10	117230057	117230199	6	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr10	117343154	117343213	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	12
chr10	117489382	117489425	4	NA	NA	NA	NA	NA	NA	NA	NA	20	12	NA	NA
chr10	117562990	117563212	8	NA	NA	NA	NA	NA	NA	NA	NA	26	22	NA	NA
chr10	117807532	117807831	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	1
chr10	117883252	117883311	7	NA	NA	NA	NA	23	23	NA	NA	NA	NA	NA	NA
chr10	118307124	118307321	8	NA	NA	NA	NA	NA	NA	55	0	NA	NA	NA	NA
chr10	118492791	118492877	5	27	26	NA	NA	30	28	NA	NA	31	28	NA	NA
chr10	118516285	118516383	4	NA	NA	NA	NA	NA	NA	21	5	NA	NA	NA	NA
chr10	118568374	118568439	5	NA	NA	NA	NA	25	22	28	24	NA	NA	NA	NA
chr10	119577463	119577610	3	NA	NA	21	10	NA	NA	NA	NA	NA	NA	NA	NA
chr10	119598213	119598428	5	NA	NA	NA	NA	NA	NA	22	19	NA	NA	NA	NA
chr10	119638480	119638526	10	30	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	119645137	119645371	8	48	43	63	55	62	52	84	71	73	60	65	60
chr10	119646393	119646463	9	NA	NA	NA	NA	NA	NA	38	6	NA	NA	NA	NA
chr10	119912378	119912505	13	NA	NA	41	4	NA	NA	NA	NA	NA	NA	NA	NA
chr10	119984241	119984342	6	23	4	24	5	NA	NA	NA	NA	22	6	21	8
chr10	119989890	119989932	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr10	120001313	120001442	5	NA	NA	NA	NA	NA	NA	25	4	NA	NA	NA	NA
chr10	120131522	120131783	14	44	4	20	2	50	5	35	5	58	11	37	5
chr10	120312743	120312912	6	NA	NA	NA	NA	NA	NA	NA	NA	21	11	NA	NA
chr10	120313142	120313319	7	NA	NA	NA	NA	20	0	28	0	NA	NA	NA	NA
chr10	120416454	120416509	11	33	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	120526962	120527240	9	NA	NA	NA	NA	NA	NA	27	2	NA	NA	NA	NA
chr10	120806482	120806662	7	24	19	44	33	21	16	31	28	29	22	NA	NA
chr10	121078471	121078692	10	NA	NA	NA	NA	22	0	NA	NA	NA	NA	NA	NA
chr10	121232948	121232985	3	21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	121483785	121483818	5	NA	NA	20	0	NA	NA	NA	NA	NA	NA	NA	NA
chr10	121533044	121533281	7	NA	NA	NA	NA	21	9	35	21	37	11	48	16
chr10	121885741	121885803	8	31	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	122237278	122237337	4	NA	NA	NA	NA	NA	NA	NA	NA	23	20	NA	NA
chr10	122422801	122422863	15	NA	NA	NA	NA	NA	NA	38	14	43	14	NA	NA
chr10	122424181	122424416	5	NA	NA	NA	NA	NA	NA	24	15	NA	NA	NA	NA
chr10	122633113	122633201	6	NA	NA	NA	NA	NA	NA	27	0	NA	NA	NA	NA
chr10	122973153	122973319	4	NA	NA	NA	NA	NA	NA	21	7	NA	NA	NA	NA
chr10	123737220	123737372	4	NA	NA	NA	NA	NA	NA	22	18	21	14	NA	NA
chr10	124949625	124949789	7	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA
chr10	125405359	125405527	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	3
chr10	126128560	126128760	9	NA	NA	NA	NA	NA	NA	NA	NA	22	9	NA	NA
chr10	126268200	126268323	4	NA	NA	NA	NA	31	22	26	21	20	17	NA	NA
chr10	126306869	126306949	8	20	5	NA	NA	NA	NA	24	6	NA	NA	NA	NA
chr10	126310935	126311030	3	28	27	21	20	26	19	29	26	31	29	28	24
chr10	126356397	126356558	6	NA	NA	21	0	NA	NA	NA	NA	NA	NA	NA	NA
chr10	126501860	126501951	4	NA	NA	20	16	NA	NA	NA	NA	21	11	NA	NA
chr10	126607152	126607194	6	NA	NA	22	22	NA	NA	NA	NA	NA	NA	NA	NA
chr10	126632327	126632378	5	NA	NA	NA	NA	NA	NA	NA	NA	20	1	NA	NA
chr10	126758526	126758638	3	NA	NA	NA	NA	NA	NA	21	9	20	10	NA	NA
chr10	126953821	126953877	6	NA	NA	27	4	NA	NA	NA	NA	NA	NA	NA	NA
chr10	127105122	127105198	7	NA	NA	NA	NA	28	0	NA	NA	NA	NA	NA	NA
chr10	127158701	127158780	4	NA	NA	NA	NA	NA	NA	21	14	29	12	NA	NA
chr10	127159182	127159259	11	NA	NA	NA	NA	37	32	NA	NA	NA	NA	NA	NA
chr10	127358360	127358443	7	NA	NA	41	40	30	27	42	41	57	56	58	55
chr10	127632157	127632210	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	15
chr10	127668549	127668708	7	NA	NA	25	1	NA	NA	28	1	39	1	31	0
chr10	127669749	127669892	9	NA	NA	NA	NA	NA	NA	32	2	NA	NA	NA	NA
chr10	127763191	127763239	6	NA	NA	22	22	NA	NA	NA	NA	NA	NA	NA	NA
chr10	127806021	127806084	8	NA	NA	NA	NA	29	6	NA	NA	NA	NA	NA	NA
chr10	127849278	127849423	6	NA	NA	28	1	NA	NA	21	8	NA	NA	NA	NA
chr10	127877504	127877616	6	NA	NA	23	12	NA	NA	NA	NA	NA	NA	NA	NA
chr10	127962635	127962709	7	NA	NA	NA	NA	24	10	NA	NA	NA	NA	NA	NA
chr10	127963360	127963531	10	35	0	45	1	40	1	45	1	55	0	26	0
chr10	127985477	127985613	6	NA	NA	NA	NA	NA	NA	NA	NA	26	2	NA	NA
chr10	128141888	128141943	7	NA	NA	21	1	NA	NA	NA	NA	21	6	NA	NA
chr10	128180160	128180227	4	23	1	25	0	NA	NA	41	1	26	0	32	0
chr10	128258411	128258534	8	NA	NA	NA	NA	33	1	28	0	NA	NA	NA	NA
chr10	128259195	128259364	7	NA	NA	NA	NA	27	0	38	2	31	0	23	0
chr10	128370596	128370751	8	NA	NA	NA	NA	NA	NA	22	6	NA	NA	NA	NA
chr10	129881732	129881905	10	NA	NA	29	21	35	29	53	48	57	55	44	43
chr10	129907298	129907634	26	33	10	22	3	72	22	68	12	75	18	53	15
chr10	129979091	129979155	7	NA	NA	NA	NA	NA	NA	20	0	NA	NA	22	1
chr10	129979307	129979629	14	62	3	31	0	36	2	58	0	39	1	61	1
chr11	3024401	3024463	5	NA	NA	NA	NA	NA	NA	NA	NA	26	0	NA	NA
chr11	3025833	3026101	5	27	16	20	13	32	23	NA	NA	28	16	20	12
chr11	3026970	3027033	3	32	16	36	20	44	24	31	16	50	27	35	15
chr11	3027399	3027608	6	93	62	107	79	90	62	85	51	79	46	69	52
chr11	3029819	3029902	5	59	52	31	25	55	49	64	55	73	65	66	61
chr11	3030028	3030091	3	46	45	55	50	41	34	54	50	42	38	41	38
chr11	3030894	3031065	4	54	42	55	43	50	39	64	46	62	46	54	45
chr11	3032023	3032148	6	90	54	92	65	94	69	126	99	106	78	138	111
chr11	3032263	3032474	6	57	12	115	19	102	23	95	20	99	20	95	16
chr11	3033107	3033202	3	31	20	25	15	46	30	43	22	46	32	37	18
chr11	3034339	3034474	5	39	30	43	25	52	32	82	59	41	22	53	32
chr11	3034677	3034792	7	75	61	104	86	137	109	163	137	149	130	122	102
chr11	3035355	3035404	3	23	16	NA	NA	42	27	38	26	37	27	22	15
chr11	3035688	3036010	10	37	19	56	34	45	20	65	30	61	32	52	27
chr11	3036869	3037232	9	84	40	106	61	99	58	152	70	101	55	79	51
chr11	3037641	3037694	3	34	17	42	17	51	19	47	15	50	27	34	18
chr11	3040065	3040230	6	101	46	125	62	168	88	174	87	184	88	145	76
chr11	3042375	3042659	7	97	33	140	44	133	61	137	46	138	27	126	46
chr11	3042928	3043068	4	29	11	34	14	33	16	28	11	27	8	21	8
chr11	3043230	3043308	3	NA	NA	27	13	NA	NA	20	8	24	15	27	14
chr11	3043636	3043845	5	39	28	54	39	50	42	39	26	46	36	36	28
chr11	3044891	3044942	3	36	21	27	15	22	16	34	21	52	34	39	30
chr11	3046146	3046288	6	34	14	45	27	42	14	40	18	43	23	43	13
chr11	3049570	3049615	3	127	110	123	105	133	109	146	121	131	108	129	116
chr11	3049884	3050064	6	94	51	116	53	105	68	144	67	136	73	95	44
chr11	3050207	3050438	13	102	90	209	196	177	159	186	172	162	146	181	156
chr11	3050559	3051008	18	297	269	296	269	332	300	381	348	320	290	262	241
chr11	3052626	3052890	7	66	43	59	38	63	42	59	38	71	49	60	43
chr11	3053188	3053251	4	NA	NA	NA	NA	21	10	NA	NA	25	9	NA	NA
chr11	3053463	3053651	4	21	13	31	11	NA	NA	24	13	25	10	NA	NA
chr11	3057807	3057906	9	23	11	30	15	35	15	42	19	53	26	52	21
chr11	3058325	3058356	5	79	49	72	39	66	37	80	36	71	42	67	32
chr11	3058630	3058721	4	41	33	37	32	32	24	33	25	35	25	36	29
chr11	3060014	3060128	3	26	19	30	26	27	22	40	31	41	29	36	26
chr11	3063834	3064070	4	77	18	99	30	105	26	121	40	99	29	99	17
chr11	3065502	3065732	5	44	35	74	46	72	40	80	46	93	56	81	48
chr11	3073761	3073871	7	21	12	37	24	23	17	24	11	45	17	39	20
chr11	3075917	3076000	3	NA	NA	NA	NA	NA	NA	25	4	22	0	NA	NA
chr11	3078190	3078255	3	67	53	71	59	64	46	89	63	97	76	85	64
chr11	3079152	3079236	3	68	42	75	50	79	52	86	50	95	51	65	31
chr11	3079768	3079826	3	21	13	NA	NA	38	28	36	23	27	21	39	24
chr11	3080025	3080073	4	178	108	206	121	217	142	260	148	242	133	206	121
chr11	3081392	3081494	3	31	15	34	17	33	14	37	17	47	27	29	8
chr11	3084834	3085085	9	200	142	192	139	209	149	227	160	201	148	161	123
chr11	3087249	3087270	3	48	31	57	34	38	29	53	39	64	36	39	28
chr11	3092758	3092795	3	20	12	NA	NA	NA	NA	NA	NA	NA	NA	24	16
chr11	3092905	3093388	34	226	181	208	175	316	268	350	294	392	295	300	259
chr11	3093431	3093900	30	328	283	329	284	427	368	496	442	416	360	335	290
chr11	3095624	3095656	3	NA	NA	27	23	NA	NA	24	17	24	14	NA	NA
chr11	3402346	3402404	8	24	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11	3549312	3549449	27	24	0	NA	NA	54	0	20	2	37	11	NA	NA
chr11	3605414	3605476	7	NA	NA	NA	NA	NA	NA	21	7	NA	NA	NA	NA
chr11	3674934	3674985	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	7
chr11	3813644	3813688	10	NA	NA	NA	NA	30	9	NA	NA	21	12	NA	NA
chr11	3855239	3855311	4	31	29	41	38	33	31	50	48	35	33	32	29
chr11	3996790	3996851	8	NA	NA	NA	NA	NA	NA	31	0	NA	NA	NA	NA
chr11	4166893	4167108	15	NA	NA	26	0	23	0	48	10	38	12	NA	NA
chr11	4465411	4465514	3	NA	NA	NA	NA	26	21	32	30	NA	NA	NA	NA
chr11	4604551	4604685	10	NA	NA	NA	NA	24	1	45	0	25	2	24	0
chr11	4748966	4749031	8	NA	NA	NA	NA	NA	NA	31	14	NA	NA	NA	NA
chr11	4849062	4849242	5	24	6	32	5	26	7	31	8	31	8	NA	NA
chr11	4999005	4999120	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	5
chr11	5068267	5068683	17	75	57	135	100	109	92	155	119	134	98	120	104
chr11	5068699	5069034	15	70	51	57	43	38	31	77	56	82	66	68	49
chr11	5069114	5069530	13	43	33	37	20	35	23	72	50	57	35	50	39
chr11	5069836	5070204	12	35	31	72	46	24	14	59	34	72	51	51	39
chr11	5070364	5070546	8	29	22	NA	NA	38	24	NA	NA	20	15	24	18
chr11	5441461	5441603	8	NA	NA	22	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	5441747	5441783	8	NA	NA	NA	NA	NA	NA	NA	NA	29	12	NA	NA
chr11	5456139	5456196	3	NA	NA	NA	NA	NA	NA	22	14	NA	NA	22	15
chr11	5594893	5594943	3	NA	NA	NA	NA	21	19	NA	NA	30	28	NA	NA
chr11	5662625	5662756	5	21	0	37	0	NA	NA	40	0	41	0	27	1
chr11	5762234	5762282	7	NA	NA	23	9	NA	NA	NA	NA	NA	NA	NA	NA
chr11	5778144	5778259	12	NA	NA	43	8	NA	NA	NA	NA	NA	NA	NA	NA
chr11	5778850	5779057	8	NA	NA	24	5	42	10	30	12	36	10	27	8
chr11	5968317	5968381	10	31	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11	6191324	6191393	8	NA	NA	NA	NA	NA	NA	NA	NA	26	1	NA	NA
chr11	6347456	6347511	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	19
chr11	6708067	6708352	6	NA	NA	29	27	NA	NA	24	20	22	17	NA	NA
chr11	6753160	6753309	4	NA	NA	21	18	23	17	NA	NA	23	21	26	25
chr11	6963364	6963425	13	NA	NA	NA	NA	NA	NA	NA	NA	64	14	NA	NA
chr11	8654348	8654468	3	NA	NA	22	22	25	21	24	21	22	19	NA	NA
chr11	9050555	9050624	9	24	21	23	18	NA	NA	NA	NA	20	17	NA	NA
chr11	11400254	11400313	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	11
chr11	11428727	11428965	9	NA	NA	NA	NA	NA	NA	30	14	NA	NA	NA	NA
chr11	11721309	11721415	4	33	28	27	24	NA	NA	28	26	38	29	NA	NA
chr11	11722138	11722274	8	NA	NA	NA	NA	NA	NA	23	16	NA	NA	NA	NA
chr11	11804976	11805157	6	NA	NA	NA	NA	NA	NA	21	17	NA	NA	NA	NA
chr11	11937877	11937940	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr11	12360400	12360520	4	NA	NA	NA	NA	NA	NA	23	19	NA	NA	NA	NA
chr11	14047764	14047829	4	NA	NA	NA	NA	NA	NA	24	21	NA	NA	NA	NA
chr11	15778988	15779096	3	NA	NA	NA	NA	24	7	NA	NA	NA	NA	26	13
chr11	16459280	16459496	7	NA	NA	23	1	29	2	32	1	24	0	25	0
chr11	16878083	16878302	4	NA	NA	25	25	22	19	35	32	26	25	38	33
chr11	17058272	17058509	6	NA	NA	NA	NA	21	16	NA	NA	NA	NA	NA	NA
chr11	17060217	17060498	11	26	0	25	0	29	0	41	0	58	0	36	0
chr11	17060545	17060865	10	NA	NA	23	3	20	2	46	2	29	5	NA	NA
chr11	18824126	18824233	3	NA	NA	NA	NA	22	13	31	16	NA	NA	NA	NA
chr11	18824336	18824606	6	NA	NA	NA	NA	NA	NA	27	25	28	24	NA	NA
chr11	19660556	19660660	4	NA	NA	NA	NA	25	13	NA	NA	NA	NA	NA	NA
chr11	19879596	19879778	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	2
chr11	19920899	19920945	8	NA	NA	NA	NA	NA	NA	NA	NA	27	26	NA	NA
chr11	20129062	20129464	7	NA	NA	NA	NA	NA	NA	NA	NA	22	16	NA	NA
chr11	20443289	20443328	8	NA	NA	24	14	NA	NA	NA	NA	NA	NA	NA	NA
chr11	20444571	20444717	5	NA	NA	NA	NA	NA	NA	NA	NA	22	20	NA	NA
chr11	20640731	20640783	5	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11	20642226	20642497	6	NA	NA	NA	NA	34	1	22	0	39	0	23	0
chr11	20992038	20992186	5	NA	NA	NA	NA	20	0	39	0	29	1	22	2
chr11	20992612	20992897	8	28	0	21	0	40	0	53	0	46	3	29	0
chr11	21063348	21063595	6	31	9	33	10	29	11	46	16	40	11	64	18
chr11	21853585	21853711	8	NA	NA	NA	NA	NA	NA	33	31	NA	NA	NA	NA
chr11	21896735	21896774	7	21	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11	21901556	21901675	9	NA	NA	NA	NA	25	1	26	0	26	4	NA	NA
chr11	22882723	22882885	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	8
chr11	22891182	22891368	7	NA	NA	NA	NA	NA	NA	35	0	22	2	NA	NA
chr11	22968939	22969224	8	NA	NA	30	9	20	12	34	11	26	7	22	8
chr11	23020686	23020838	6	NA	NA	23	19	26	19	32	23	26	16	27	21
chr11	23687972	23688011	4	NA	NA	22	18	NA	NA	NA	NA	NA	NA	NA	NA
chr11	23949222	23949452	10	26	4	21	5	NA	NA	20	1	NA	NA	NA	NA
chr11	23977675	23977820	9	24	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11	24038686	24038864	5	NA	NA	NA	NA	NA	NA	21	17	27	24	NA	NA
chr11	26493268	26493416	11	NA	NA	NA	NA	NA	NA	NA	NA	30	13	NA	NA
chr11	26522930	26523057	5	NA	NA	NA	NA	NA	NA	25	18	NA	NA	NA	NA
chr11	27186057	27186281	6	23	12	29	22	27	13	28	11	20	10	21	14
chr11	27604413	27604550	4	NA	NA	NA	NA	22	19	28	27	NA	NA	NA	NA
chr11	27935949	27936147	5	20	14	26	24	23	17	26	23	22	19	NA	NA
chr11	28087287	28087352	4	NA	NA	NA	NA	NA	NA	23	21	24	22	NA	NA
chr11	29030894	29031067	9	NA	NA	NA	NA	28	1	NA	NA	NA	NA	NA	NA
chr11	29146598	29146860	8	NA	NA	NA	NA	NA	NA	21	2	NA	NA	NA	NA
chr11	29426390	29426430	7	NA	NA	NA	NA	NA	NA	NA	NA	21	7	NA	NA
chr11	29426617	29426745	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr11	29447430	29447477	8	22	15	NA	NA	22	14	NA	NA	NA	NA	NA	NA
chr11	29447869	29448090	14	28	1	NA	NA	26	0	20	2	74	1	52	4
chr11	29448787	29448827	6	NA	NA	20	2	NA	NA	NA	NA	NA	NA	NA	NA
chr11	30179469	30179528	4	NA	NA	NA	NA	NA	NA	22	4	26	6	NA	NA
chr11	30217913	30217967	3	NA	NA	23	20	NA	NA	21	18	20	20	30	25
chr11	30468832	30468869	4	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA
chr11	30654581	30654681	4	NA	NA	24	19	28	16	29	17	27	16	29	16
chr11	30673005	30673047	5	NA	NA	NA	NA	NA	NA	NA	NA	20	0	NA	NA
chr11	31069254	31069383	6	NA	NA	NA	NA	21	3	NA	NA	NA	NA	NA	NA
chr11	31069485	31069764	9	NA	NA	30	0	NA	NA	36	0	43	1	28	1
chr11	31270240	31270298	10	NA	NA	NA	NA	NA	NA	NA	NA	30	18	NA	NA
chr11	31482886	31483069	6	NA	NA	26	23	42	35	NA	NA	20	13	NA	NA
chr11	32105854	32105955	4	NA	NA	NA	NA	NA	NA	27	1	21	0	NA	NA
chr11	33412793	33412925	5	NA	NA	NA	NA	22	0	NA	NA	20	3	NA	NA
chr11	33514590	33514686	5	NA	NA	NA	NA	NA	NA	24	4	20	1	NA	NA
